player_code,last_season,full_name,team,shirt_number,position,height,birthdate,nationality
BFX,2020,"MONIA, SERGEY",Khimki Moscow Region,12,Forward,2.02,1983-04-15,Russian Federation
009835,2020,"MONROE, GREG",Khimki Moscow Region,15,Center,2.11,1990-06-04,United States of America
003412,2012,"MONSE, STEVEN",Alba Berlin,13,Forward,1.98,1990-01-26,Germany
BMZ,2005,"MONTECCHIA, ALEJANDRO",AJ Milano,11,Guard,1.82,1972-01-01,Italy
LAQ,2006,"MONZARDO, CESARE",Benetton Basket,5,Guard,1.9,1989-05-31,Italy
005668,2013,"MOON, JAMARIO",Olympiacos Piraeus,33,Forward,2.03,1980-06-13,United States of America
CCN,2003,"MORABITO, BRUNO",Lottomatica Roma,,Guard,1.82,1984-09-15,Italy
BSE,2002,"MORALES, JUANAN",Olympiacos,13,Center,2.11,1969-01-01,Spain
JOB,2008,"MORANDAIS, MICHEL",SLUC Nancy,5,Forward,1.95,1979-01-10,France
000726,2021,"MORASCHINI, RICCARDO",AX Armani Exchange Milan,21,Guard,1.94,1991-01-08,Italy
001862,2011,"MORAY, YANNICK",Belgacom Spirou Charleroi,14,Forward,1.96,1991-04-19,Belgium
BUF,2010,"MORDENTE, MARCO",Armani Jeans,,Milano,1.92,1979-01-07,Italy
JQQ,2006,"MORENA, DOMENICO",Eldo Napoli,7,Center,2.08,1970-07-19,Italy
005404,2020,"MORETTI, DAVIDE",AX Armani Exchange Milan,3,Guard,1.89,1998-03-25,Italy
006481,2021,"MORGAN, RAYMAR",LDLC ASVEL Villeurbanne,2,Forward,2.02,1988-08-08,United States of America
AYT,2001,"MORGUNOV, NIKITA",CSKA Moscow,9,Forward,2.11,1975-06-29,Russian Federation
001471,2011,"MORINA, GEZIM",Union Olimpija Ljubljana,55,Center,2.03,1992-12-12,Slovenia
BFM,2004,"MORLENDE, PACCELIS",Benetton Basket,5,Guard,1.88,1981-04-19,France
002693,2012,"MORLEY, ZACH",Alba Berlin,44,Forward,2.03,1983-04-25,United States of America
AFY,2007,"MOROVIC, VEDRAN",Cibona,10,Guard,1.83,1983-07-01,Croatia
LTS,2010,"MORRIS, TERENCE",Regal Barcelona,23,Forward,2.07,1979-01-11,United States of America
ABM,2000,"MOSCHOU, MILTIADIS",AEK Athens,,Center,2.07,1977-05-05,Greece
002852,2014,"MOSS, DAVID",EA7 Emporio Armani Milan,34,Forward,1.96,1983-09-09,United States of America
LCZ,2021,"MOTIEJUNAS, DONATAS",AS Monaco,20,Center,2.13,1990-09-20,Lithuania
BDH,2007,"MOTTOLA, HANNO",Aris TT Bank,13,Forward,2.08,1976-09-09,Finland
006599,2021,"MOTUM, BROCK",AS Monaco,12,Forward,2.08,1990-10-16,Australia
006636,2015,"MOURATOS, VASSILIS",Olympiacos Piraeus,12,Guard,1.93,1997-11-24,Greece
LLK,2019,"MOZGOV, TIMOFEY",Khimki Moscow Region,25,Center,2.16,1986-07-16,Russian Federation
ABR,2004,"MRAZEK, HAROLD",Asvel Basket,9,Guard,1.91,1973-04-17,Switzerland
BDV,2003,"MROZ, PAWEL",Idea Slask,,Center,2.14,1984-03-18,Poland
LGA,2009,"MRSIC, DAMIR",Fenerbahce Ulker,12,Guard,1.91,1970-10-25,Bosnia and Herzegovina
AWT,2003,"MRSIC, VELJKO",Ulker,33,Forward,2.03,1971-04-13,Croatia
JCV,2005,"MUBARAK, MOSES",,,,,1986-01-18,United Kingdom
ATL,2003,"MUCIC, SASA",,,,2.02,1983-09-20,Slovenia
011200,2021,"MUDIAY, EMMANUEL",Zalgiris Kaunas,8,Guard,1.96,1996-03-05,United States of America
001324,2020,"MUHAMMED, ALI",Fenerbahce Beko Istanbul,35,Guard,,1983-04-10,United States of America
APX,2005,"MUJEZINOVIC, HARIS",Lietuvos Rytas,12,Forward,2.05,1974-01-21,Bosnia and Herzegovina
000437,2007,"MULALIC, MIRKO",Union Olimpija,8,Guard,1.95,1988-04-16,Slovenia
APL,2011,"MULAOMEROVIC, DAMIR",Zagreb,4,Guard,1.95,1974-09-19,Croatia
003246,2015,"MULLER, MALIK",Brose Baskets Bamberg,12,Guard,1.9,1994-01-24,Germany
BFJ,2011,"MUMBRU, ALEX",Gescrap Bilbao Basket,15,Forward,2.02,1979-06-12,Spain
007759,2016,"MUNFORD, XAVIER",FC Barcelona Lassa,1,Guard,1.93,1992-06-01,United States of America
CLF,2004,"MUNOZ, DANIEL",,,,,1987-04-16,Spain
AVT,2002,"MUNOZ, JAVIER",,,,,1982-10-05,Spain
AAV,2000,"MUNOZ, LUIS",Adecco Estudiantes,7,Guard,1.83,1979-05-19,Spain
000719,2007,"MUONEKE, GABE",Tau Ceramica Vitoria-Gasteiz,30,Forward,2.0,1978-02-07,United States of America
011235,2021,"MUOSA, ZAYD",Olympiacos Piraeus,6,Guard,1.98,2003-07-03,Cyprus
009324,2020,"MURAUSKAS, PAULIUS",Zalgiris Kaunas,8,Forward,2.04,2004-02-14,Lithuania
BTT,2002,"MURDOCK, ERIC",Virtus Bologna,15,Guard,1.85,1968-06-14,United States of America
000977,2012,"MURIC, DINO",Union Olimpija Ljubljana,11,Forward,2.0,1990-02-14,Slovenia
003515,2017,"MURIC, EDO",Anadolu Efes Istanbul,24,Forward,2.01,1991-11-27,Slovenia
005201,2013,"MURPHY, KEVIN",Strasbourg,55,Guard,1.98,1990-03-06,United States of America
003235,2010,"MURRAY, FLIP",Efes Pilsen Istanbul,22,Guard,1.91,1979-07-29,United States of America
KFS,2004,"MURRAY, TRACY",,,,,1971-07-25,United States of America
006540,2020,"MUSA, DZANAN",Anadolu Efes Istanbul,13,Forward,2.06,1999-05-08,Bosnia and Herzegovina
006634,2015,"MUSHIDI, KOSTJA",Strasbourg,18,Guard,1.95,1998-06-18,Germany
LUR,2017,"MUSLI, DEJAN",Brose Bamberg,42,Center,2.13,1991-01-03,Serbia
007991,2017,"MUSTAFA, MUHAYMIN",Anadolu Efes Istanbul,22,Guard,1.96,1999-02-10,Turkey
LQV,2016,"MUTAF, MAXIM",Anadolu Efes Istanbul,32,Guard,1.93,1991-01-09,Turkey
ABJ,2004,"MUURSEPP, MARTIN",CSKA Moscow,13,Forward,2.08,1974-09-26,Estonia
ADU,2004,"MYERS, CARLTON",Montepaschi Siena,10,Guard,1.92,1971-03-30,Italy
ASO,2001,"MYERS, TERRELL",Kinder London Towers,11,Guard,1.86,1974-08-28,United States of America
JHW,2004,"MYSLOWIECKI, JANUSZ",,,,,1984-03-03,Poland
AQN,2001,"Mc GHEE, THALAMUS",Asvel Basket,15,Center,2.06,1975-05-28,United States of America
DHI,2011,"McCARTY, KELLY",Unics Kazan,21,Forward,2.01,1975-08-24,Russian Federation
KNC,2005,"McCORD,  JOHN",Strasbourg,12,Forward,2.01,1973-02-26,United Kingdom
AHK,2000,"McCOY, TYRON",Opel Skyliners,12,Guard,1.95,1972-11-11,United States of America
COL,2006,"McCULLOUGH, JERRY",Cibona,9,Guard,1.79,1973-11-26,United States of America
APC,2008,"McDONALD, ARRIEL",Montepaschi Siena,19,Guard,1.89,1972-01-05,Slovenia
JNP,2008,"McELROY, IMMANUEL",Alba Berlin,23,Guard,1.94,1980-03-25,United States of America
000672,2014,"McGRATH, DONNIE",Anadolu Efes Istanbul,5,Guard,1.93,1984-05-07,United States of America
LFU,2006,"McNAMARA, JERRY",Olympiacos,33,Guard,1.86,1983-08-28,United States of America
006338,2016,"McNEAL, JEREL",Brose Bamberg,22,Guard,1.91,1987-06-01,United States of America
000459,2007,"N'DIAYE, MAMADOU",Zalgiris,34,Center,2.12,1975-06-16,Senegal
AHX,2014,"NACHBAR, BOSTJAN",FC Barcelona,34,Forward,2.06,1980-07-03,Slovenia
005828,2014,"NACIUS, RAIDAS",Neptunas Klaipeda,9,Guard,1.96,1991-12-30,Lithuania
AVB,2002,"NADEAU, SAMUEL",,,,2.0,1982-07-07,France
BPN,2008,"NADJFEJI, ALEKSANDAR",Alba Berlin,32,Forward,2.03,1976-10-27,Serbia
AUI,2009,"NADJFEJI, STEVAN",Maroussi,10,Forward,2.02,1979-08-26,Serbia
BJS,2005,"NAHAR, MIKEL",GHP Bamberg,22,Center,2.11,1971-05-07,Netherlands
COT,2013,"NAIMY, YUVAL",Maccabi Electra Tel Aviv,23,Guard,1.88,1985-08-31,Israel
007632,2019,"NAKIC, MARIO",Real Madrid,17,Forward,2.02,2001-06-14,Croatia
000634,2012,"NALGA, CEMAL",Besiktas JK Istanbul,35,Forward,2.08,1987-09-16,Turkey
011224,2021,"NAPIER, SHABAZZ",Zenit St Petersburg,67,Guard,1.85,1991-07-14,United States of America
001179,2008,"NAPODANO, GIOVANNI",Air Avellino,0,,,1991-10-30,Italy
LZO,2010,"NARDI, MIKE",Armani Jeans,,Milano,1.86,1985-01-30,United States of America
ALZ,2000,"NARROS, INAKI",Adecco Estudiantes,,Guard,1.93,1981-05-28,Spain
006635,2015,"NASTIC, STEFAN",Crvena Zvezda Telekom Belgrade,22,Center,2.11,1992-11-22,Serbia
AHY,2003,"NAUMOSKI, PETAR",Ulker,20,Guard,1.94,1968-08-27,Italy
LAC,2007,"NAVAJAS, ALEJANDRO",Unicaja,11,,,1986-10-06,Spain
003298,2010,"NAVARRO, DAVID",Power Electronics Valencia,14,Guard,1.9,1983-05-17,Spain
ADI,2017,"NAVARRO, JUAN CARLOS",FC Barcelona Lassa,11,Guard,1.92,1980-06-13,Spain
001124,2010,"NAVARRO, JUANLU",Power Electronics Valencia,32,Forward,1.95,1991-02-12,Spain
JIQ,2004,"NAVICKAS, GEDIMINAS",Zalgiris,21,Guard,,1984-01-13,Lithuania
009213,2021,"NDIAYE, ELI",Real Madrid,30,Forward,2.04,2004-06-26,Spain
004587,2015,"NDIAYE, SAMBA",Real Madrid,,Center,2.02,1998-04-19,Senegal
008097,2021,"NDJOCK, ELWIN",LDLC ASVEL Villeurbanne,11,Forward,1.93,2001-08-05,France
TGE,2011,"NDONG, BONIFACE",FC Barcelona Regal,21,Center,2.13,1977-09-03,Senegal
006726,2019,"NDOUR, MAURICE",Valencia Basket,5,Forward,2.06,1992-06-18,Senegal
JXC,2008,"NDOYE, MALEYE",Le Mans,9,Forward,2.03,1980-08-19,Senegal
000751,2007,"NEAL, GARY",AXA FC Barcelona,13,Guard,1.93,1984-10-03,United States of America
011199,2021,"NEBO, JOSH",Zalgiris Kaunas,7,Center,2.06,1997-07-17,United States of America
000848,2021,"NEDOVIC, NEMANJA",Panathinaikos OPAP Athens,26,Guard,1.92,1991-06-16,Serbia
AQL,2001,"NEES, TIM",Asvel Basket,12,Center,2.09,1971-04-30,Germany
002829,2019,"NELSON, DEMARCUS",FC Bayern Munich,20,Guard,1.93,1985-11-02,United States of America
004773,2018,"NELSON, LUKE",Herbalife Gran Canaria,6,Guard,1.9,1995-06-29,United Kingdom
003931,2011,"NELSON, REEVES",Zalgiris Kaunas,22,Forward,2.03,1991-09-18,United States of America
KXL,2013,"NELSON, SPENCER",Montepaschi Siena,17,Forward,2.03,1980-07-11,United States of America
BEC,2005,"NEMETH, ISTVAN",Prokom Trefl Sopot,4,Guard,1.92,1979-11-16,Hungary
008807,2019,"NENADIC, NEMANJA",Crvena Zvezda mts Belgrade,9,Forward,1.97,1994-01-02,Serbia
005172,2013,"NERUSH, OLEKSANDR",Budivelnik Kiev,11,Guard,1.87,1983-01-17,Ukraine
CIA,2008,"NESOVIC, ALEKSEJ",Asseco Prokom,10,Guard,1.89,1985-03-14,Serbia
002815,2010,"NESTEROVIC, RASHO",Olympiacos Piraeus,5,Center,2.12,1976-05-30,Slovenia
002090,2013,"NEUMANN, PHILIPP",Brose Baskets Bamberg,14,Center,2.09,1992-02-20,Germany
000396,2010,"NEWLEY, BRAD",Lietuvos Rytas Vilnius,20,Forward,2.0,1985-02-18,Australia
002341,2012,"NEY, JOEY",Alba Berlin,7,Guard,1.97,1992-12-10,Germany
004215,2014,"NGUIRANE, MAODO",Unicaja Malaga,11,Center,2.1,1993-11-10,Senegal
001166,2008,"NIANG, BABACAR",Le Mans,0,Forward,2.08,1991-03-31,France
AFN,2007,"NICEVIC, SANDRO",Le Mans,0,Center,2.1,1976-06-16,Croatia
KNG,2012,"NICHOLAS, DREW",CSKA Moscow,21,Guard,1.93,1981-05-17,United States of America
001834,2009,"NICHOLS, AUSTIN",Entente Orleanaise,11,Forward,1.98,1982-04-08,United States of America
003482,2016,"NICHOLS, DEMETRIS",Panathinaikos Superfoods Athens,2,Forward,2.03,1984-09-04,United States of America
AHZ,2005,"NICOLA, MARCELO",Montepaschi Siena,4,Forward,2.07,1971-05-12,Spain
JRD,2012,"NIELSEN, MATT",Khimki Moscow Region,44,Forward,2.08,1978-02-03,Australia
ATX,2002,"NIKAGBATSE, MISAN",Olympiacos,12,Guard,1.93,1982-07-07,Germany
006819,2021,"NIKIC, KRESIMIR",ALBA Berlin,16,Center,2.13,1999-04-16,Croatia
010063,2020,"NIKOLAIDIS, ALEXANDROS",Olympiacos Piraeus,1,Guard,1.9,2002-08-21,Greece
BVO,2004,"NIKOLAIDIS, SOTIRIOS",AEK Athens,5,Guard,1.85,1974-05-25,Greece
003703,2017,"NIKOLIC, ALEKSEJ",Brose Bamberg,7,Guard,1.91,1995-02-21,Slovenia
002551,2018,"NIKOLIC, DANILO",Buducnost VOLI Podgorica,34,Center,2.06,1993-04-08,Montenegro
BOS,2008,"NIKOLIC, GORAN",Panionios On Telecoms,17,Forward,2.05,1976-07-01,Serbia
JMS,2014,"NIKOLIC, UROS",PGE Turow Zgorzelec,19,Center,2.06,1987-04-25,Serbia
005357,2018,"NIKOLIC, ZORAN",Buducnost VOLI Podgorica,19,Center,2.12,1996-04-01,Montenegro
005963,2014,"NIKOLOV, KRISTIJAN",Galatasaray Liv Hospital Istanbul,20,Guard,1.88,1996-10-05,Turkey
JBV,2003,"NIR, JONATAN",,,,2.03,1986-07-03,Israel
001908,2009,"NJEI, ACHA",EWE Baskets,9,Guard,1.9,1985-03-19,Germany
LNM,2008,"NJOYA, SAIDOU",SLUC Nancy,15,Guard,1.86,1989-05-04,Cameroon
010641,2021,"NNAJI, JAMES",FC Barcelona,46,Center,2.08,2004-08-14,Nigeria
009051,2021,"NNOKO, LANDRY",Bitci Baskonia Vitoria-Gasteiz,35,Center,2.08,1994-04-09,Cameroon
BEX,2002,"NOBILE, MATTEO",,,,,1753-01-01,
001241,2008,"NOCEDAL, MATIAS",Tau Ceramica,10,Guard,1.94,1990-05-30,Spain
APR,2016,"NOCIONI, ANDRES",Real Madrid,6,Forward,2.03,1979-11-30,Italy
JSU,2007,"NOLAN, NORMAN",Chorale Roanne,25,Forward,2.02,1976-01-20,United States of America
KGS,2006,"NORDGAARD, JEFF",Prokom Trefl Sopot,33,Forward,2.0,1973-02-23,Poland
LHH,2008,"NOREL, HENK",DKV Joventut,17,Forward,2.1,1987-09-17,Netherlands
006068,2020,"NOUA, AMINE",LDLC ASVEL Villeurbanne,12,Center,2.02,1997-02-07,France
LAJ,2005,"NOVAK, ERNEST",,,,,1977-06-05,Slovenia
000078,2007,"NOVI, MICHELE",Virtus VidiVici,13,Forward,2.06,1988-12-10,Italy
001890,2010,"NOVIKOV, VALENTIN",Khimki Moscow Region,6,Guard,1.96,1989-09-02,Russian Federation
000929,2010,"NOWAKOWSKI, TOMASZ",Union Olimpija Ljubljana,5,Forward,2.09,1991-03-01,Poland
006591,2015,"NTILIKINA, FRANK",Strasbourg,17,Guard,1.88,1998-12-29,France
010106,2021,"NUNEZ, JUAN",Real Madrid,2,Guard,1.92,2004-06-04,Spain
AIW,2005,"NUNEZ, ROBERTO",Real Madrid,,Guard,1.9,1978-05-31,Spain
007400,2021,"NUNNALLY, JAMES",Maccabi Playtika Tel Aviv,21,Forward,2.01,1990-07-14,United States of America
004053,2012,"NURKIC, JUSUF",Cedevita Zagreb,23,Center,2.12,1994-08-23,Bosnia and Herzegovina
AHL,2001,"NURNBERGER, KAI",Opel Skyliners,7,Guard,1.83,1966-06-07,Germany
KHG,2004,"NWOSU, JULIUS",Pau-Orthez,16,Forward,2.03,1971-01-05,Nigeria
005092,2013,"NZEULIE, JEREMY",JSF Nanterre,4,Guard,1.88,1991-02-15,France
009004,2020,"O'BRYANT, JOHNNY",Crvena Zvezda mts Belgrade,00,Forward,2.04,1993-06-01,United States of America
BFA,2002,"O'CONNOR, MARVIN",Partizan,16,Guard,1.91,1978-07-11,United States of America
010776,2020,"O'QUINN, KYLE BRANDON",Fenerbahce Beko Istanbul,11,Center,2.06,1990-03-26,United States of America
AJE,2003,"OBERTO, FABRICIO",Pamesa Valencia,14,Center,2.07,1975-03-21,Italy
008262,2021,"OBIESIE, JOSHUA",FC Bayern Munich,9,Guard,1.98,2000-05-23,Germany
AEY,2000,"OBRADOVIC, SASA",Buducnost,6,Guard,,1969-01-29,Serbia
004508,2021,"OBST, ANDREAS",FC Bayern Munich,13,Guard,1.91,1996-07-13,Germany
008140,2020,"ODINOKOV, VLADISLAV",Khimki Moscow Region,17,Forward,2.02,2000-03-22,Russian Federation
005667,2013,"ODOM, LAMAR",Laboral Kutxa Vitoria,7,Forward,2.08,1979-11-06,United States of America
ATT,2001,"ODUOK, INYANG IME",Zadar,14,Forward,2.02,1971-12-06,Nigeria
004982,2015,"OFOEGBU, IKE",Maccabi FOX Tel Aviv,21,Center,2.05,1984-11-09,United States of America
003242,2019,"OGBE, KENNETH",ALBA Berlin,25,Guard,1.98,1994-11-16,Germany
002926,2012,"OGILVY, ANDREW JAMES",Brose Baskets Bamberg,44,Forward,2.11,1988-06-17,Australia
007057,2021,"OGUNSIPE, MARVIN",FC Bayern Munich,26,Forward,2.04,1996-02-26,Austria
000622,2016,"OHAYON, YOGEV",Maccabi FOX Tel Aviv,12,Guard,1.89,1987-04-24,Israel
LPK,2007,"OHLBRECHT, TIM",Brose Baskets,14,Center,2.1,1988-08-30,Germany
009461,2021,"OIKONOMOPOULOS, SOTIRIOS",Olympiacos Piraeus,9,Forward,1.91,2003-08-29,Greece
008801,2019,"OJO, MICHAEL",Crvena Zvezda mts Belgrade,50,Center,2.16,1993-01-05,Nigeria
LQW,2007,"OKCU, AYDIN",Fenerbahce Ulker,0,,,1991-07-05,Turkey
011212,2021,"OKOBO, ELIE",LDLC ASVEL Villeurbanne,0,Guard,1.91,1997-10-23,France
005363,2017,"OKOUO, VINY",Unicaja Malaga,2,Center,2.14,1997-04-10,Congo
ASB,2007,"OKULAJA, ADEMOLA",Brose Baskets,13,Forward,2.06,1975-07-10,Germany
AOQ,2001,"OKUNSKYY, ALEKSANDAR",Cibona VIP,17,Center,2.14,1971-01-01,Ukraine
ARU,2001,"OKUR, MEHMET",Efes Pilsen,13,Forward,2.11,1979-05-26,Turkey
006600,2015,"OLASENI, GABE",Brose Baskets Bamberg,25,Center,2.08,1991-12-29,United Kingdom
001972,2016,"OLESON, BRAD",FC Barcelona Lassa,24,Guard,1.91,1983-04-11,Spain
006919,2021,"OLINDE, LOUIS",ALBA Berlin,19,Forward,2.05,1998-03-19,Germany
000554,2018,"OLIVER, ALBERT",Herbalife Gran Canaria,4,Guard,1.86,1978-06-04,Spain
KMI,2005,"OLIVER, JIMMY",Union Olimpija,24,Guard,1.95,1969-07-21,United States of America
004443,2013,"OLMAZ, AYBERK",Fenerbahce Ulker Istanbul,17,Forward,2.1,1996-06-08,Turkey
004222,2018,"OMIC, ALEN",AX Armani Exchange Olimpia Milan,92,Center,2.16,1992-05-06,Slovenia
ARO,2013,"ONAN, OMER",Fenerbahce Ulker Istanbul,7,Guard,1.94,1978-02-04,Turkey
009410,2020,"ONAN, YIGIT",Fenerbahce Beko Istanbul,17,Forward,2.07,2002-07-12,Turkey
KMR,2005,"ONER, CANER",Ulker,8,Forward,1.98,1987-07-13,Turkey
006647,2015,"ONUAKU, ARINZE",Maccabi FOX Tel Aviv,33,Center,2.06,1987-07-13,United States of America
009134,2020,"ORDONEZ, INAKI",FC Barcelona,58,Forward,2.03,2003-01-01,Spain
002012,2013,"ORELIK, GEDIMINAS",Lietuvos Rytas Vilnius,14,Forward,2.0,1990-05-14,Lithuania
005917,2021,"ORIOLA, PIERRE",FC Barcelona,18,Center,2.08,1992-09-25,Spain
009104,2020,"ORTEGA, ALEJANDRO",Valencia Basket,52,Guard,1.85,2001-01-29,Spain
KWG,2013,"ORTNER, BENJAMIN",Montepaschi Siena,16,Center,2.06,1983-03-16,Austria
010581,2021,"OSETKOWSKI, DYLAN",LDLC ASVEL Villeurbanne,21,Forward,2.06,1996-08-08,Germany
004088,2016,"OSMAN, CEDI",Anadolu Efes Istanbul,6,Forward,2.04,1995-04-08,Turkey
AUK,2003,"OSTOJIC, DJURO",Partizan,8,Center,2.09,1976-02-17,Serbia
004197,2021,"OUATTARA, YAKUBA",AS Monaco,24,Guard,1.92,1992-01-24,France
JIU,2004,"OVCINA, ELVIR",Olympiacos,5,Center,2.09,1976-07-16,Bosnia and Herzegovina
003552,2011,"OVENEKE, RANDY",Belgacom Spirou Charleroi,9,Forward,,1986-01-03,Belgium
BCF,2001,"OVERTON, DOUGLAS",FC Barcelona,18,Guard,1.9,1969-08-03,United States of America
BDX,2003,"OWENS, ANDRE",Asvel Basket,5,Forward,1.95,1971-12-12,France
CWR,2003,"OYEDEJI, OLUMIDE",,,,2.08,1981-05-11,Nigeria
AQA,2011,"OZBOLT, SASO",Zagreb,31,Guard,1.91,1981-04-04,Slovenia
CRQ,2005,"OZCAN, CAN",,,,,1989-04-16,Turkey
006640,2018,"OZDEMIROGLU, DOGUS",Darussafaka Tekfen Istanbul,18,Guard,1.94,1996-04-17,Turkey
BNW,2012,"OZER, CEVHER",Besiktas JK Istanbul,41,Forward,2.05,1983-01-24,Turkey
ART,2004,"OZKAN, HASAN",Opel Skyliners,20,Forward,2.03,1981-06-05,Turkey
004179,2018,"OZMIZRAK, KARTAL",Darussafaka Tekfen Istanbul,3,Guard,1.88,1995-08-29,Turkey
010792,2020,"OZTEKIN, EFE",Fenerbahce Beko Istanbul,54,Forward,2.03,2003-04-10,Turkey
ARA,2003,"OZTURK, TEOMAN",Alba Berlin,9,Center,2.08,1967-12-05,Germany
004181,2012,"OZVER, SERKAN",Besiktas JK Istanbul,33,Forward,2.07,1990-07-11,Turkey
BAS,2006,"PACESAS, TOMAS",Prokom Trefl Sopot,15,Guard,1.9,1971-11-11,Lithuania
AWO,2011,"PACHULIA, ZAZA",Galatasaray Medical Park,13,Center,2.1,1984-10-02,Georgia
DIL,2004,"PACK, ROBERT",Zalgiris,5,Guard,1.88,1969-02-03,United States of America
LIF,2008,"PACUN, BORA HUN",Efes Pilsen,0,Forward,2.1,1987-05-27,Turkey
AYS,2002,"PADIUS, NIKOLAY",CSKA Moscow,8,Guard,1.97,1980-09-01,Russian Federation
002705,2012,"PAGE, DYLAN",Union Olimpija Ljubljana,15,Forward,2.05,1982-03-28,United States of America
BEN,2002,"PAJOVIC, GAVRILO",KK Buducnost,5,Guard,,1971-07-03,Montenegro
TGU,2007,"PALACIO, MILT",Partizan Igokea,4,Guard,1.9,1978-02-07,Belize
003603,2015,"PALACIOS, JUAN",Pinar Karsiyaka Izmir,3,Forward,2.03,1985-05-11,Colombia
BGH,2002,"PALLADINO, LEANDRO",Tau Ceramica,10,Forward,1.94,1976-01-13,Argentina
KND,2005,"PALMER, CRAWFORD",Strasbourg,14,Center,,1970-09-14,France
AHM,2000,"PALMER, WALTER",Opel Skyliners,9,Center,2.12,1968-10-23,United States of America
004175,2012,"PAMULA, PIOTR",Asseco Prokom Gdynia,6,Guard,1.95,1990-01-19,Poland
006433,2020,"PANGOS, KEVIN",Zenit St Petersburg,4,Guard,1.86,1993-01-26,Slovenia
AVL,2001,"PANICHI, MATTEO",Scavolini Pesaro,16,Forward,,1972-09-26,Italy
LSK,2016,"PANIN, VADIM",Unics Kazan,20,Guard,2.03,1984-02-10,Russian Federation
LRF,2012,"PANKO, ANDY",Unicaja Malaga,8,Forward,2.03,1977-11-29,United States of America
AXF,2005,"PANOV, SERGEY",CSKA Moscow,6,Forward,2.03,1970-06-30,Russian Federation
AYG,2001,"PANTAZOPOULOS, GIORGOS",Peristeri,9,Guard,1.94,1972-12-16,Greece
ABK,2007,"PANTELIADIS, SPYRIDON",Aris TT Bank,17,Guard,1.9,1977-01-30,Greece
007634,2018,"PANTZAR, MELWIN",Real Madrid,19,Guard,1.9,2000-04-10,Sweden
009815,2019,"PAPADAKIS, KONSTANTINOS",Panathinaikos OPAP Athens,23,Guard,1.91,1998-09-27,Greece
ACI,2002,"PAPADATOS, ALEXIS",Panathinaikos,,Guard,1.86,1976-04-05,Greece
APP,2011,"PAPADOPOULOS, LAZAROS",Olympiacos Piraeus,12,Center,2.1,1980-06-03,Greece
005844,2021,"PAPAGIANNIS, GEORGIOS",Panathinaikos OPAP Athens,6,Center,2.2,1997-07-03,Greece
BVQ,2005,"PAPAIOAKIM, PANTELIS",AEK Athens,15,Forward,2.06,1975-09-09,Greece
ATW,2012,"PAPALOUKAS, THEODOROS",CSKA Moscow,44,Guard,2.0,1977-05-08,Greece
ACJ,2007,"PAPAMAKARIOS, MANOLIS",Olympiacos,5,Guard,1.9,1980-08-26,Greece
AGZ,2006,"PAPANIKOLAOU, DIMITRIOS",Panathinaikos Athens,6,Forward,2.0,1977-02-07,Greece
001255,2021,"PAPANIKOLAOU, KOSTAS",Olympiacos Piraeus,16,Forward,2.04,1990-07-31,Greece
JAD,2005,"PAPANIKOLAU, NIKOLAOS",AEK Athens,11,Forward,2.06,1985-06-01,Greece
CJZ,2004,"PAPANIKOLOPOULOS, NIKOLAOS",Olympiacos,9,Forward,1.96,1979-04-21,Greece
001567,2009,"PAPANTONAKOS, KOSTAS",Maroussi,21,Forward,1.98,1991-07-03,Greece
001144,2009,"PAPANTONIOU, NONTAS",Maroussi,4,Guard,1.9,1990-04-28,Greece
005161,2021,"PAPAPETROU, IOANNIS",Panathinaikos OPAP Athens,10,Forward,2.03,1994-03-30,Greece
ARE,2001,"PAPIC, STIPO",Alba Berlin,14,Forward,2.07,1978-11-20,Germany
000464,2019,"PAPPAS, NIKOS",Panathinaikos OPAP Athens,11,Guard,1.96,1990-07-11,Greece
001303,2008,"PARAGYIOS, MICHAEL",Panionios On Telecoms,9,Forward,2.06,1982-08-25,Greece
BNC,2003,"PARAISO, JOSE ANTONIO",Pamesa Valencia,12,Forward,2.03,1971-04-24,Spain
003034,2017,"PARAKHOUSKI, ARTSIOM",Maccabi FOX Tel Aviv,45,Center,2.11,1987-10-06,Belarus
AGN,2000,"PARAVINJA, MILOS",Union Olimpija Ljubljana,,Center,2.11,1979-03-19,Slovenia
KSG,2005,"PAREJO, LUIS",,,,,1989-02-05,Spain
001276,2008,"PARGO, JANNERO",Olympiacos Piraeus,24,Guard,1.88,1979-10-22,United States of America
002834,2018,"PARGO, JEREMY",Maccabi FOX Tel Aviv,2,Guard,1.88,1986-03-17,United States of America
AOW,2005,"PARKER, ANTHONY",Maccabi Elite Tel Aviv,8,Guard,1.98,1975-06-19,United States of America
000264,2009,"PARKER, TJ",Asvel Basket,11,Guard,,1984-05-16,France
AWG,2002,"PARS, ASIM",Efes Pilsen,19,Center,2.1,1976-04-01,Turkey
CJB,2010,"PASALIC, DRAGO",Cibona Zagreb,21,Forward,2.08,1984-06-23,Croatia
AMI,2000,"PASALIC, VLADO",Cibona VIP,,Forward,2.07,1981-01-23,Croatia
AQT,2002,"PASCHALIS, KOSTAS",AEK Athens,13,Center,2.08,1975-03-09,Greece
006385,2017,"PASCOLO, DAVIDE",AX Armani Exchange Olimpia Milan,7,Forward,2.03,1990-12-14,Italy
003921,2018,"PASECNIKS, ANZEJS",Herbalife Gran Canaria,14,Center,2.16,1995-12-20,Latvia
